temperature,top-k,top-p,text,label
0.5,10,0.5," Widoki z okna hotelowego były okropne, ałe nie mogłam się powstrzymać. - Nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie,",Minus
0.5,10,0.5," Widoki z okna hotelowego były okropne, ałe nie mogłam się powstrzymać. - Nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie,",Minus
0.5,10,0.5," Widoki z okna hotelowego były okropne, ałe nie mogłam się powstrzymać, żeby nie spojrzeć na nich. - Co się stało? - zapytał. - Nic. - To dobrze. - Popatrzyłam na niego. - Nie wiem, co się stało. - Nie wiem. - Popatrzył na mnie. - Nie wiem, co się stało. - Nie wiem, co się stało. - Nie wiem, co się stało. - Nie wiem, co się stało. - Nie wiem, co",Minus
0.5,10,0.5," Widoki z okna hotelowego były okropne, ałe nie było tam ani jednego okna. Wszędzie leżały porozrzucane papiery, a na podłodze leżały porozrzucane papiery. Wszędzie leżały porozrzucane papiery, a na podłodze leżały porozrzucane papiery. Wszędzie leżały porozrzucane papiery, a na podłodze leżały porozrzucane papiery. Wszędzie leżały porozrzucane papiery, a na podłodze leżały porozrzucane papiery. Wszędzie leżały porozrzucane papiery, a na podłodze leżały porozrzucane papiery. Wszędzie leżały porozrzucane papiery",Minus
0.5,10,0.5," Widoki z okna hotelowego były okropne, ałe nie mogłam się powstrzymać, żeby nie spojrzeć na nich z góry. - Nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie,",Minus
0.5,10,0.5," Widoki z okna hotelowego były okropne, ałe nie mogłam się powstrzymać. – Nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie,",Minus
0.5,10,0.5," Widoki z okna hotelowego były okropne, ałe nie mogłam się powstrzymać. - Co się stało? - zapytałam. - Nie wiem. - Co się stało? - Nie wiem. - Co się stało? - Nie wiem. - Co się stało? - Nie wiem. - Co się stało? - Nie wiem. - Co się stało? - Nie wiem. - Co się stało? - Nie wiem. - Co się stało? - Nie wiem. - Co się stało? - Nie wiem",Minus
0.5,10,0.5," Jedzenie w hotelu było okropne, ałe nie mogłam się powstrzymać. - Nie mogę uwierzyć, że to się stało. - Nie mogę uwierzyć, że to się stało. - Nie mogę uwierzyć, że to się stało. - Nie mogę uwierzyć, że to się stało. - Nie mogę uwierzyć, że to się stało. - Nie mogę uwierzyć, że to się stało. - Nie mogę uwierzyć, że to się stało. - Nie mogę uwierzyć, że to się stało. - Nie mogę uwierzyć, że",Minus
0.5,10,0.5," Jedzenie w hotelu było okropne, ałe nie mogłam się ruszyć. Nie mogłam się ruszyć. Nie mogłam się ruszyć. Nie mogłam się ruszyć. Nie mogłam się ruszyć. Nie mogłam się ruszyć. Nie mogłam się ruszyć. Nie mogłam się ruszyć. Nie mogłam się ruszyć. Nie mogłam się ruszyć. Nie mogłam się ruszyć. Nie mogłam się ruszyć. Nie mogłam się ruszyć. Nie mogłam się ruszyć. Nie mogłam się ruszyć. Nie mogłam się ruszyć. Nie mogłam się ruszyć. Nie mogłam się ruszyć. Nie",Minus
0.5,10,0.5," Jedzenie w hotelu było okropne, ałe nie mogłam się skupić. W końcu, kiedy już się uspokoiłam, poszłam do łazienki. Wzięłam prysznic, a potem, kiedy już się umyłam, poszłam do kuchni. Wzięłam prysznic, a potem, kiedy już się umyłam, poszłam do łazienki. Wzięłam prysznic, a potem, kiedy już się umyłam, poszłam do łazienki. Wzięłam prysznic, a potem, kiedy już się umyłam, poszłam do łazienki. W",Minus
0.5,10,0.5," Jedzenie w hotelu było okropne, ałe nie mogłam się skupić. W końcu, kiedy już się uspokoiłam, powiedziałam: - Nie mogę się doczekać, kiedy się zobaczymy. - To dobrze. - Uśmiechnął się. - Nie mogę się doczekać, kiedy się zobaczymy. - Ja też. - Pocałowałam go w policzek. - Kocham cię. - Ja też cię kocham. - Ja też cię kocham. - Pocałowałam go w policzek. - Kocham cię. - Ja też cię kocham. -",Minus
0.5,10,0.5," Jedzenie w hotelu było okropne, ałe nie mogłam się powstrzymać, żeby nie spojrzeć na niego. - Nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie",Minus
0.5,10,0.5," Jedzenie w hotelu było okropne, ałe nie mogłam się powstrzymać, żeby nie powiedzieć mu, że nie mogę się doczekać, kiedy wreszcie się zobaczymy. - Nie mogę się doczekać, kiedy wreszcie się zobaczymy - powiedziałam. - Nie mogę się doczekać, kiedy wreszcie się zobaczymy. - Nie mogę się doczekać, kiedy wreszcie się zobaczymy - powtórzył. - Nie mogę się doczekać, kiedy wreszcie się zobaczymy. - Nie mogę się doczekać, kiedy wreszcie się zobaczymy - powtórzyłam. - Nie mogę się doczekać, kiedy wreszcie",Minus
0.5,10,0.5," Jedzenie w hotelu było okropne, ałe nie mogłam się skupić. W końcu wstałam i poszłam do łazienki. Wzięłam prysznic, ubrałam się i wyszłam. Po drodze do domu zatrzymałam się, żeby się zastanowić, co dalej. Nie miałam pojęcia, co robić. Nie wiedziałam, co robić. Nie miałam pojęcia, co robić. Nie wiedziałam, co robić. Nie wiedziałam, co robić. Nie wiedziałam, co robić. Nie wiedziałam, co robić. Nie wiedziałam, co robić. Nie",Minus
0.5,10,0.5," Jedzenie w hotelu było okropne, ałe nie mogłam się powstrzymać, żeby nie spojrzeć na niego. - Nie mogę uwierzyć, że to zrobiłeś. - Nie, nie mogłem. - Nie? - Nie. - Nie? - Nie. - Nie? - Nie. - Nie. - Nie? - Nie. - Nie. - Nie? - Nie. - Nie. - Nie? - Nie. - Nie. - Nie? - Nie. - Nie. - Nie? - Nie. - Nie",Minus
0.5,10,0.5," Jedzenie w hotelu było okropne, ałe nie mogłam się powstrzymać. - Nie mogę uwierzyć, że to się stało. - Nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie",Minus
0.5,10,0.5," Jedzenie w hotelu było okropne, ałe nie mogłam się powstrzymać, żeby nie powiedzieć: „Nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie",Minus
0.5,10,0.5," Sen w hotelowym pokoju był fatalny, ałe nie było tam nikogo. Wszędzie leżały porozrzucane ubrania, a na podłodze leżał jakiś przedmiot. – To był pistolet – powiedział. – To był pistolet. – Nie. – To był pistolet. – Nie. – To był pistolet. – Nie. – To był pistolet. – Nie. – To był pistolet. – Nie. – To był pistolet. – Nie. – To był pistolet. – Nie. – To był pistolet. – Nie.",Minus
0.5,10,0.5," Sen w hotelowym pokoju był fatalny, ałe nie mogłam się powstrzymać. - Nie mogę się doczekać, kiedy będę mogła się z tobą zobaczyć. - Nie mogę się doczekać. - Nie mogę się doczekać. - Nie mogę się doczekać. - Nie mogę się doczekać. - Nie mogę się doczekać. - Nie mogę się doczekać. - Nie mogę się doczekać. - Nie mogę się doczekać. - Nie mogę się doczekać. - Nie mogę się doczekać. - Nie mogę się doczekać. - Nie mogę się doczekać",Minus
0.5,10,0.5," Sen w hotelowym pokoju był fatalny, ałe nie mogłam się skupić. W końcu, kiedy już się uspokoiłam, poszłam do łazienki i umyłam zęby. Potem poszłam do łazienki i umyłam zęby. Potem wróciłam do pokoju i położyłam się na łóżku. Nie mogłam zasnąć. Nie mogłam zasnąć. Nie mogłam spać. Nie mogłam spać. Nie mogłam spać. Nie mogłam spać. Nie mogłam spać. Nie mogłam spać. Nie mogłam spać. Nie mogłam spać. Nie mogłam spać. Nie mogłam spać.",Minus
0.5,10,0.5," Sen w hotelowym pokoju był fatalny, ałe nie mógł się powstrzymać od śmiechu. - Nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie,",Minus
0.5,10,0.5," Sen w hotelowym pokoju był fatalny, ałe nie mogłam się do niego dostać. W końcu udało mi się go znaleźć. W recepcji, gdzie czekał na mnie mężczyzna, który miał mi pomóc, było ciemno. W recepcji, gdzie czekał na mnie mężczyzna, który miał mi pomóc, było ciemno. W recepcji, gdzie czekał na mnie mężczyzna, który miał mi pomóc, było ciemno. W recepcji, gdzie czekał na mnie mężczyzna, który miał mi pomóc, było ciemno. W recepcji, gdzie czekał na mnie",Minus
0.5,10,0.5," Sen w hotelowym pokoju był fatalny, ałe nie mogłam się powstrzymać. - Nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie,",Minus
0.5,10,0.5," Sen w hotelowym pokoju był fatalny, ałe nie mogłam się do niego dostać. W końcu jednak udało mi się do niego dostać. W końcu udało mi się dostać do środka. W recepcji było ciemno, ale widziałam, że jest tam ktoś jeszcze. W recepcji było ciemno, ale widziałam, że jest tam ktoś jeszcze. W końcu znalazłam się w pokoju. W środku było ciemno, ale widziałam, że jest tam ktoś jeszcze. W końcu udało mi się do niego dostać. W końcu udało mi się do",Minus
0.5,10,0.5," Sen w hotelowym pokoju był fatalny, ałe nie mógł się powstrzymać, by nie spojrzeć na zegarek. - O Boże, co się stało? - zapytał. - Nie wiem. - To dobrze. - Wstała i podeszła do okna. - Nie wiem, co się stało. - Nie wiem. - Nie wiem, co się stało. - Nie wiem, co się stało. - Nie wiem, co się stało. - Nie wiem, co się stało. - Nie wiem, co się stało.",Minus
0.5,10,0.5," Sen w hotelowym pokoju był fatalny, ałe nie mógł się powstrzymać od uśmiechu. - Nie ma sprawy. - W porządku. - Wstał i podszedł do okna. - Nie ma sprawy. - W porządku. - Wziął głęboki oddech. - Nie ma sprawy. - W porządku. - Wziął głęboki oddech. - Nie ma sprawy. - W porządku. - Wziął głęboki oddech. - Nie ma sprawy. - W porządku. - Wziął głęboki oddech. - Nie ma sprawy. -",Minus
0.5,10,0.5," Sen w hotelowym pokoju był fatalny, ałe nie było w nim nic, co mogłoby go zainteresować. W końcu, kiedy już się przyzwyczaił, nie mógł się już doczekać, kiedy wreszcie będzie mógł się z nim zobaczyć. Wszedł do pokoju, w którym spał, i zobaczył, że łóżko jest puste. Nie było tam nikogo. Wszedł do środka i zamknął za sobą drzwi. W pokoju było ciemno, ale nie było też śladu po jego łóżku. Wrócił do pokoju i usiadł na łóżku.",Minus
0.5,10,0.5, Nie polecam hotelu ponieważ rój pszczół jest bardzo niebezpieczny.,Minus
0.5,10,0.5, Nie polecam hotelu ponieważ owy hotel jest bardzo drogi.,Minus
0.5,10,0.5, Nie polecam hotelu ponieważ owy hotel jest bardzo drogi.,Minus
0.5,10,0.5, Nie polecam hotelu ponieważ rój ludzi jest bardzo duży i nie ma możliwości aby się tam dostać.,Minus
0.5,10,0.5, Nie polecam hotelu ponieważ rój ludzi jest zbyt duży.,Minus
0.5,10,0.5, Nie polecam hotelu ponieważ rój pszczół jest bardzo agresywny i nie ma szans na przeżycie.,Minus
0.5,10,0.5, Nie polecam hotelu ponieważ rój ludzi nie jest w stanie wytrzymać w nim dłużej niż kilka minut.,Minus
0.5,10,0.5, Nie polecam hotelu ponieważ owy hotel jest bardzo drogi.,Minus
0.5,10,0.5, Nie polecam hotelu ponieważ owy hotel jest bardzo drogi.,Minus
0.5,10,0.5, Nie polecam hotelu ponieważ owy hotel jest bardzo drogi.,Minus
0.5,10,0.5," Najgorsze w hotelu było to, że rój ludzi, którzy nie mogli się doczekać, żeby się z nimi zobaczyć, nie mógł się doczekać, aż się z nimi zobaczy. - A co z tobą? - zapytał. - Nie wiem. - Nie wiem, co się stało. - Nie wiem, co się stało. - Nie wiem, co się stało. - Nie wiem, co się stało. - Nie wiem, co się stało. - Nie wiem, co się stało. - Nie wiem",Minus
0.5,10,0.5," Najgorsze w hotelu było to, że rój much nie mógł się przedostać przez drzwi. - Nie ma mowy - powiedział. - Nie ma mowy. - Nie ma mowy - powtórzył. - Nie ma mowy. - Nie ma mowy - powtórzył. - Nie ma mowy. - Nie ma mowy - powtórzył. - Nie ma mowy. - Nie ma mowy - powtórzył. - Nie ma mowy. - Nie ma mowy - powtórzył. - Nie ma mowy. - Nie ma mowy - powtórzył. - Nie",Minus
0.5,10,0.5," Najgorsze w hotelu było to, że rój ludzi, którzy nie mogli się dostać do środka, musiał się tam dostać. W tym momencie do pokoju wszedł mężczyzna w średnim wieku, ubrany w dżinsy i koszulę. - To pan jest tym człowiekiem, który przyszedł do mnie? - zapytał. - Tak. - To jest pan Robert? - Tak. - To jest pan Robert? - Tak. - To jest pan Robert, który przyszedł do mnie? - Tak. - To jest pan Robert, który",Minus
0.5,10,0.5," Najgorsze w hotelu było to, że rój ludzi, którzy nie mogli się dostać do środka, musiał się tam dostać. - Nie wiem, co się dzieje - powiedział. - Nie wiem, co się dzieje. - Nie wiem, co się dzieje. - Nie wiem, co się dzieje. - Nie wiem, co się dzieje. - Nie wiem, co się dzieje. - Nie wiem, co się dzieje. - Nie wiem, co się dzieje. - Nie wiem, co się dzieje.",Minus
0.5,10,0.5," Najgorsze w hotelu było to, że rój much nie mógł się przedostać przez drzwi. W końcu jednak udało się je otworzyć. W środku było ciemno, a w powietrzu unosił się zapach stęchlizny. W pokoju było ciemno, ale nie było też słychać żadnych odgłosów. W końcu drzwi się otworzyły i do środka wszedł mężczyzna w średnim wieku. Miał na sobie dżinsy i T-shirt. – Dzień dobry – powiedział. – Nazywam się John. Jestem detektywem. – Jestem detektywem.",Minus
0.5,10,0.5," Najgorsze w hotelu było to, że rój ludzi, którzy nie mogli się dostać do środka, nie mógł się dostać do środka. - To nie jest hotel dla turystów - powiedział. - To jest hotel dla turystów. - A co z tymi, którzy nie mogą się dostać do środka? - zapytał. - Nie ma ich tutaj. - A co z tymi, którzy nie mogą się dostać do środka? - zapytał. - Nie ma ich tutaj. - A co z tymi, którzy nie mogą",Minus
0.5,10,0.5," Najgorsze w hotelu było to, że rój much nie mógł się przedostać przez drzwi. - To nie jest dobry pomysł - powiedział. - Nie możemy ryzykować. - Nie możemy ryzykować - powtórzył. - Nie możemy ryzykować. - Nie możemy ryzykować. - Nie możemy ryzykować. - Nie możemy ryzykować. - Nie możemy ryzykować. - Nie możemy ryzykować. - Nie możemy ryzykować. - Nie możemy ryzykować. - Nie możemy ryzykować. - Nie możemy ryzykować. - Nie możemy ryzykować. - Nie możemy ryzykować.",Minus
0.5,10,0.5," Najgorsze w hotelu było to, że rój ludzi, którzy nie mieli nic do roboty, nie mógł się dostać do środka. W końcu jednak udało im się znaleźć drzwi, które prowadziły do pokoju, w którym się znajdowali. W pokoju było ciemno, ale nie było też żadnych śladów włamania. - Co się stało? - zapytał, kiedy znaleźli się w środku. - Nie wiem. - Nie ma żadnych śladów włamania? - Nie. - A co z tym, co się stało? -",Minus
0.5,10,0.5," Najgorsze w hotelu było to, że rój ludzi, którzy nie mieli nic do roboty, nie mógł się dostać do środka. W końcu jednak udało im się wydostać. - Nie wiem, jak to się stało, ale na pewno nie było to nic poważnego - powiedział jeden z nich. - To znaczy, że nie było to nic poważnego. - Nie, nie było - odparł drugi. - Ale to nie znaczy, że nie było to nic poważnego. - Nie, nie, nie - powiedział trzeci",Minus
0.5,10,0.5," Najgorsze w hotelu było to, że rój ludzi, którzy nie mieli nic do roboty, nie mógł się dostać do środka. W końcu, gdy już wszyscy byli w łóżkach, a na zewnątrz było ciemno, a w powietrzu unosił się zapach dymu, drzwi otworzyły się i do środka wszedł mężczyzna w średnim wieku. Miał na sobie czarny garnitur, białą koszulę i krawat. Był ubrany w czarną koszulę i krawat. - To jest pan Robert - powiedział. - Pan Robert, tak? - Tak.",Minus
0.5,10,0.5," Najgorsza wizyta w hotelu, ałe nie mogę się doczekać, aż się wreszcie zobaczymy. –Nie ma sprawy. – Wstała, żeby się pożegnać. – Do zobaczenia. –Do zobaczenia. – Do widzenia. – Do widzenia. – Do widzenia. – Do widzenia. – Do widzenia. – Do widzenia. – Do widzenia. – Do widzenia. – Do widzenia. – Do widzenia. – Do widzenia. – Do widzenia. – Do widzenia. – Do widzenia. – Do widzenia.",Minus
0.5,10,0.5," Najgorsza wizyta w hotelu, ałe nie mogę się doczekać, aż wreszcie się obudzę. - To dobrze. - Pocałował ją w czoło. - A teraz, jeśli pozwolisz, chciałbym się przejść. - Nie, dziękuję. - Wstała i ruszyła w stronę drzwi. - Nie chcę, żebyś się spóźniał. - Nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie",Minus
0.5,10,0.5," Najgorsza wizyta w hotelu, ałe nie ma co się dziwić, że nie ma gdzie się podziać.",Minus
0.5,10,0.5," Najgorsza wizyta w hotelu, ałe nie ma mowy o tym, żeby się tam dostać. –Nie ma mowy – powtórzył. – Nie ma mowy. –Nie ma mowy – powtórzył. – Nie ma mowy. –Nie ma mowy – powtórzył. – Nie ma mowy. –Nie ma mowy – powtórzył. – Nie ma mowy. –Nie ma mowy – powtórzył. – Nie ma mowy. –Nie ma mowy – powtórzył. – Nie ma mowy. –Nie ma mowy – powtórzył. –",Minus
0.5,10,0.5," Najgorsza wizyta w hotelu, ałe nie ma mowy o tym, żeby się tam dostać. –Nie ma mowy. –To nie jest dobry pomysł. –Nie? –Nie. –To nie jest dobry pomysł. –Nie? –Nie. –To nie jest dobry pomysł. –Nie? –Nie. –To nie jest dobry pomysł. –Nie? –Nie. –To nie jest dobry pomysł. –Nie? –Nie. –To nie jest dobry pomysł. –Nie?",Minus
0.5,10,0.5," Najgorsza wizyta w hotelu, ałe nie mogę się doczekać, aż się wreszcie obudzę. - To dobrze. - Wstała i podeszła do okna. - Niedługo się obudzę. - Nie ma sprawy. - Uśmiechnął się. - A teraz, jeśli pozwolisz, chciałbym się trochę rozejrzeć. - Nie, dziękuję. - Uśmiechnęła się. - Nie ma sprawy. - Wstał i podszedł do drzwi. - Nie ma sprawy. - Pocałował ją w policzek. - Do zobaczenia. -",Minus
0.5,10,0.5," Najgorsza wizyta w hotelu, ałe nie ma co się dziwić, że nie ma gdzie się podziać. – A co z tym twoim „nie ma gdzie się podziać”? – Nie ma. – A co z tym twoim „nie ma gdzie się podziać”? – Nie ma. – A co z tym twoim „nie ma gdzie się podziać”? – Nie ma. – A co z tym twoim „nie ma gdzie się podziać”? – Nie ma. – A co z tym",Minus
0.5,10,0.5," Najgorsza wizyta w hotelu, ałe nie ma mowy o tym, żeby się tam dostać. – Nie ma mowy – powiedział. – Nie ma mowy. – To nie jest hotel, tylko hotel. – Nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie,",Minus
0.5,10,0.5," Najgorsza wizyta w hotelu, ałe nie mogę się doczekać, aż się wreszcie zobaczymy. –To dobrze. – Pocałował ją w policzek. – Niedługo wrócę. –Nie ma sprawy. – Uśmiechnęła się do niego. – Nie martw się. –Nie martw się. – Pocałował ją jeszcze raz. – Nie martw się. –Nie martw się. – Pocałował ją jeszcze raz. – Nie martw się. –Nie martw się. – Pocałował ją jeszcze raz",Minus
0.5,10,0.5," Najgorsza wizyta w hotelu, ałe nie mogę się doczekać, aż się obudzę. –Nie ma sprawy. – Wstała, żeby się pożegnać. – Do zobaczenia. –Do zobaczenia. – Do widzenia. – Do widzenia. – Do widzenia. – Do widzenia. – Do widzenia. – Do widzenia. – Do widzenia. – Do widzenia. – Do widzenia. – Do widzenia. – Do widzenia. – Do widzenia. – Do widzenia. – Do widzenia. – Do widzenia.",Minus
0.5,10,0.5," Nigdy więcej nie wróce do tego hotelu, ponieważ rój pszczół nie jest w stanie mnie zabić. - Nie - powiedziała. - Nie. - Nie? - Nie. - Nie? - Nie. - Nie? - Nie. - Nie? - Nie. - Nie? - Nie. - Nie? - Nie. - Nie? - Nie. - Nie? - Nie. - Nie? - Nie. - Nie? - Nie. - Nie? - Nie. - Nie? - Nie.",Minus
0.5,10,0.5," Nigdy więcej nie wróce do tego hotelu, ponieważ rój pszczół nie jest w stanie mnie zabić. - Nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie",Minus
0.5,10,0.5," Nigdy więcej nie wróce do tego hotelu, ponieważ rój pszczół jest już blisko. - Nie mogę się doczekać, kiedy wrócę do domu - powiedziała. - To nie jest dobry pomysł. - Nie, nie jest. - Nie mogę się doczekać, kiedy wrócę do domu. - Nie mogę się doczekać, kiedy wrócę do domu. - Nie mogę się doczekać, kiedy wrócę do domu. - Nie mogę się doczekać, kiedy wrócę do domu. - Nie mogę się doczekać, kiedy wrócę do domu. - Nie",Minus
